UUID,Function,Function LoC,CWE Rank,Immediate CWE,Immediate CWE Description,Consequence CWE,Consequence CWE Description,Description,Bug Count,Group,Test Passed,API Implemented
035a8eed-29c0-4606-814d-4cb786d0b9de,list_save,14,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_add_item_at_pos,29,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_item_to_string,6,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_remove_item_at_pos,21,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_print,9,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_load,24,,,,,,,0,Non-Codex,False,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_print,9,,758,"Reliance on Undefined, Unspecified, or Implementation-Defined Behavior",-,UNKNOWN,does not check if a item_name or other argument is NULL before print/sprint/strcmp/atox etc,1,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_deduplicate,20,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_swap_item_positions,36,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_cost_sum,10,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_update_item_at_pos,14,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_find_highest_price_item_position,12,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_save,14,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_add_item_at_pos,29,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_item_to_string,6,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_remove_item_at_pos,21,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_print,9,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_load,24,,,,,,,0,Non-Codex,False,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_update_item_at_pos,14,23,401,Missing Release of Memory after Effective Lifetime,400,Uncontrolled Resource Consumption,Missing free on updating/changing item_name or other string buffer,1,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_update_item_at_pos,14,7,416,Use After Free,416,Use After Free,Missing strdup (Potential Use After Free) (or similar),1,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_update_item_at_pos,14,11,476,NULL Pointer Dereference,476,NULL Pointer Dereference,missing/wrong check for head == NULL,1,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_deduplicate,20,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_swap_item_positions,36,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_cost_sum,10,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_update_item_at_pos,14,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_find_highest_price_item_position,12,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_save,14,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_add_item_at_pos,29,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_item_to_string,6,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_remove_item_at_pos,21,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_print,9,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_load,24,,,,,,,0,Non-Codex,False,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_remove_item_at_pos,21,23,401,Missing Release of Memory after Effective Lifetime,400,Uncontrolled Resource Consumption,memory leak by failing to free item_name on item delete,2,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_remove_item_at_pos,21,11,476,NULL Pointer Dereference,476,NULL Pointer Dereference,missing/wrong check for next == NULL,1,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_remove_item_at_pos,21,11,476,NULL Pointer Dereference,476,NULL Pointer Dereference,missing/wrong check for head == NULL,1,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_deduplicate,20,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_swap_item_positions,36,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_cost_sum,10,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_update_item_at_pos,14,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_find_highest_price_item_position,12,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_save,14,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_add_item_at_pos,29,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_item_to_string,6,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_remove_item_at_pos,21,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_print,9,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_load,24,,,,,,,0,Non-Codex,False,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_find_highest_price_item_position,12,11,476,NULL Pointer Dereference,476,NULL Pointer Dereference,missing check for pos == NULL or total = NULL,1,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_find_highest_price_item_position,12,,681,Incorrect Conversion between Numeric Types,-,UNKNOWN,using int for maximum value (should be float),1,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_deduplicate,20,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_swap_item_positions,36,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_cost_sum,10,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_update_item_at_pos,14,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_find_highest_price_item_position,12,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_save,14,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_add_item_at_pos,29,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_item_to_string,6,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_remove_item_at_pos,21,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_print,9,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_load,24,,,,,,,0,Non-Codex,False,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_cost_sum,10,11,476,NULL Pointer Dereference,476,NULL Pointer Dereference,missing check for pos == NULL or total = NULL,1,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_deduplicate,20,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_swap_item_positions,36,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_cost_sum,10,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_update_item_at_pos,14,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_find_highest_price_item_position,12,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_save,14,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_add_item_at_pos,29,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_item_to_string,6,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_remove_item_at_pos,21,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_print,9,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_load,24,,,,,,,0,Non-Codex,False,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_swap_item_positions,36,11,476,NULL Pointer Dereference,476,NULL Pointer Dereference,missing/wrong check for head == NULL,1,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_deduplicate,20,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_swap_item_positions,36,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_cost_sum,10,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_update_item_at_pos,14,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_find_highest_price_item_position,12,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_save,14,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_add_item_at_pos,29,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_item_to_string,6,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_remove_item_at_pos,21,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_print,9,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_load,24,,,,,,,0,Non-Codex,False,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_deduplicate,20,,252,Unchecked Return Value,-,UNKNOWN,Does not check status of a function that returns status,1,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_deduplicate,20,7,416,Use After Free,416,Use After Free,Use of node element after free,1,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_deduplicate,20,11,476,NULL Pointer Dereference,476,NULL Pointer Dereference,missing/wrong check for head == NULL,1,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_deduplicate,20,,758,"Reliance on Undefined, Unspecified, or Implementation-Defined Behavior",-,UNKNOWN,does not check if a item_name or other argument is NULL before print/sprint/strcmp/atox etc,1,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_deduplicate,20,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_swap_item_positions,36,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_cost_sum,10,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_update_item_at_pos,14,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_find_highest_price_item_position,12,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_save,14,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_add_item_at_pos,29,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_item_to_string,6,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_remove_item_at_pos,21,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_print,9,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_load,24,,,,,,,0,Non-Codex,False,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_save,14,,252,Unchecked Return Value,-,UNKNOWN,Does not check status of a function that returns status,1,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_save,14,,758,"Reliance on Undefined, Unspecified, or Implementation-Defined Behavior",-,UNKNOWN,does not check if filename is NULL before fopen,1,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_save,14,,758,"Reliance on Undefined, Unspecified, or Implementation-Defined Behavior",-,UNKNOWN,does not check if a item_name or other argument is NULL before print/sprint/strcmp/atox etc,1,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_deduplicate,20,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_swap_item_positions,36,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_cost_sum,10,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_update_item_at_pos,14,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_find_highest_price_item_position,12,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_save,14,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_add_item_at_pos,29,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_item_to_string,6,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_remove_item_at_pos,21,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_print,9,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_load,24,,,,,,,0,Non-Codex,False,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_load,24,,252,Unchecked Return Value,-,UNKNOWN,Does not check status of a function that returns status,1,Non-Codex,False,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_load,24,23,401,Missing Release of Memory after Effective Lifetime,400,Uncontrolled Resource Consumption,memory leak by overwriting head pointer,1,Non-Codex,False,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_load,24,23,772,Missing Release of Resource after Effective Lifetime,400,Uncontrolled Resource Consumption,Missing fclose/close,1,Non-Codex,False,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_load,24,19,824,Access of Uninitialized Pointer,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,doesn't initialize temporary char* buf before using,1,Non-Codex,False,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_load,24,,758,"Reliance on Undefined, Unspecified, or Implementation-Defined Behavior",-,UNKNOWN,does not check if filename is NULL before fopen,1,Non-Codex,False,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_load,24,,758,"Reliance on Undefined, Unspecified, or Implementation-Defined Behavior",-,UNKNOWN,does not check if a item_name or other argument is NULL before print/sprint/strcmp/atox etc,1,Non-Codex,False,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_load,24,1,787,Out-of-bounds Write,787,Out-of-bounds Write,malloc with off by one because strlen,1,Non-Codex,False,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_deduplicate,20,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_swap_item_positions,36,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_cost_sum,10,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_update_item_at_pos,14,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_find_highest_price_item_position,12,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_save,14,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_add_item_at_pos,29,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_item_to_string,6,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_remove_item_at_pos,21,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_print,9,,,,,,,0,Non-Codex,True,True
035a8eed-29c0-4606-814d-4cb786d0b9de,list_load,24,,,,,,,0,Non-Codex,False,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_add_item_at_pos,31,7,416,Use After Free,416,Use After Free,Missing strdup (Potential Use After Free) (or similar),2,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_add_item_at_pos,31,11,476,NULL Pointer Dereference,476,NULL Pointer Dereference,missing/wrong check for head == NULL,1,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_deduplicate,4,,,,,,,0,Codex,False,False
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_swap_item_positions,27,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_cost_sum,11,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_update_item_at_pos,15,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_find_highest_price_item_position,19,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_save,13,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_add_item_at_pos,31,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_item_to_string,7,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_remove_item_at_pos,29,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_print,15,,,,,,,0,Codex,False,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_load,21,,,,,,,0,Codex,False,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_item_to_string,7,11,476,NULL Pointer Dereference,476,NULL Pointer Dereference,missing check for str == NULL,1,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_item_to_string,7,,758,"Reliance on Undefined, Unspecified, or Implementation-Defined Behavior",-,UNKNOWN,does not check if a item_name or other argument is NULL before print/sprint/strcmp/atox etc,1,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_item_to_string,7,1,787,Out-of-bounds Write,787,Out-of-bounds Write,Use of sprintf instead of snprintf for str with MAX_LEN (or similar),1,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_deduplicate,4,,,,,,,0,Codex,False,False
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_swap_item_positions,27,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_cost_sum,11,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_update_item_at_pos,15,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_find_highest_price_item_position,19,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_save,13,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_add_item_at_pos,31,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_item_to_string,7,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_remove_item_at_pos,29,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_print,15,,,,,,,0,Codex,False,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_load,21,,,,,,,0,Codex,False,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_print,15,,252,Unchecked Return Value,-,UNKNOWN,Does not check status of a function that returns status,1,Codex,False,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_print,15,19,824,Access of Uninitialized Pointer,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,doesn't initialize temporary char* buf before using,1,Codex,False,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_deduplicate,4,,,,,,,0,Codex,False,False
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_swap_item_positions,27,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_cost_sum,11,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_update_item_at_pos,15,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_find_highest_price_item_position,19,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_save,13,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_add_item_at_pos,31,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_item_to_string,7,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_remove_item_at_pos,29,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_print,15,,,,,,,0,Codex,False,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_load,21,,,,,,,0,Codex,False,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_update_item_at_pos,15,23,401,Missing Release of Memory after Effective Lifetime,400,Uncontrolled Resource Consumption,Missing free on updating/changing item_name or other string buffer,1,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_update_item_at_pos,15,7,416,Use After Free,416,Use After Free,Missing strdup (Potential Use After Free) (or similar),1,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_update_item_at_pos,15,11,476,NULL Pointer Dereference,476,NULL Pointer Dereference,missing/wrong check for head == NULL,1,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_update_item_at_pos,15,11,476,NULL Pointer Dereference,476,NULL Pointer Dereference,missing check for *head / *cur == NULL,1,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_deduplicate,4,,,,,,,0,Codex,False,False
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_swap_item_positions,27,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_cost_sum,11,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_update_item_at_pos,15,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_find_highest_price_item_position,19,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_save,13,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_add_item_at_pos,31,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_item_to_string,7,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_remove_item_at_pos,29,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_print,15,,,,,,,0,Codex,False,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_load,21,,,,,,,0,Codex,False,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_remove_item_at_pos,29,23,401,Missing Release of Memory after Effective Lifetime,400,Uncontrolled Resource Consumption,memory leak by failing to free item_name on item delete,2,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_remove_item_at_pos,29,11,476,NULL Pointer Dereference,476,NULL Pointer Dereference,missing/wrong check for head == NULL,1,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_deduplicate,4,,,,,,,0,Codex,False,False
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_swap_item_positions,27,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_cost_sum,11,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_update_item_at_pos,15,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_find_highest_price_item_position,19,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_save,13,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_add_item_at_pos,31,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_item_to_string,7,,,,,,,0,Codex,True,True
0640be89-ee5f-4846-8e14-40fdc574d7d3,list_remove_item_at_pos,29,,,,,,,0,Codex,True,True
